author,comment,published_at,clean_comment
@Williesyah,Semoga selamat semua,2 months ago,moga selamat semua
@ahmadjamil3557,Mohon perlindungan MU yaa ROBB,2 months ago,mohon lindung mu yaa robb
@WarSo-vc5bm,Innalillahi wainnailaihi Raji'un,2 months ago,innalillahi wainnailaihi rajiun
@shollualannabi3631,Innalillaiwainnaillaihirojiun 😢,2 months ago,innalillaiwainnaillaihirojiun
@diananggraini5439,Ya Alloh    smoga  evaquasi  segera  berhasil,2 months ago,alloh smoga evaquasi segera hasil
@ramihajah,inalilahi turutberdukacita 2:53,2 months ago,inalilahi turutberdukacita
@masudi3291,innalillahi wainna ilaihi rojioon,2 months ago,innalillahi wainna ilaihi rojioon
@myindiyati1980,"Yg ngerjakan arek2 ingusan nggak mikir resiko,walau alloh penentu segala,namun tetap memikirkan keselamatan hyawa,dgn tetap mmnakai standart SOP,,,👍",2 months ago,ngerjakan arek ingus mikir resikowalau alloh tentu segalanamun tetap pikir selamat hyawadgn tetap mmnakai standart sop
@nasiadi9287,"Iini yg harus bertanggung jawab arsiteknya, sblm bangun harus ada izin, mestinya sblm bangun perencanaan pembangunanya ada perhitungan yang secara analisis tentang kekuatannya.",2 months ago,iini tanggung jawab arsitek sblm bangun izin mesti sblm bangun rencana pembangunanya hitung analisis kuat
@JunaidiJerjies,Ya alloh para ahli surga,2 months ago,alloh ahli surga
@agusmunawar7795,Innalillahi wainna illai rooji'uun,2 months ago,innalillahi wainna illai roojiuun
@sansan8168,"Innailaihi wainnailaihi rojiun turut berdukacita moga korban Husnul khotimah yg bisa tertolong moga cpat sembuh,tapi kenapa ya bangunan belum selesai sudah di tempati ya mungkin cor' nya belum kering betul terus atas di cor lagi itu bisa terjadi ambruk",2 months ago,innailaihi wainnailaihi rojiun turut dukacita moga korban husnul khotimah tolong moga cpat sembuhtapi bangun selesai tempat mungkin cor nya kering betul terus atas cor jadi ambruk
@petualanggawir,Innalillahi wainna ilaihi rajiun,2 months ago,innalillahi wainna ilaihi rajiun
@SriMulyati-p1o,"Innalilahi wainnailaihi rojiun, semoga tabah",2 months ago,innalilahi wainnailaihi rojiun moga tabah
@SriSuharni-r3k,"Yaa allah musibah,,,",2 months ago,yaa allah musibah
@RipHoti,Smuga Alloh lindungi PP alhosini.,2 months ago,smuga alloh lindung pp alhosini
@HALIMNYARIIDE,Subhanallah  sabar ya semua yang bersangkutan.,2 months ago,subhanallah sabar semua sangkut
@lutherbunga2401,Tuhan Maha Adil..😢😢😢,2 months ago,tuhan maha adil
@abdulazis2760,INAA LILLAHI WAINAA ILAYHI ROOJI'UUN,2 months ago,inaa lillahi wainaa ilayhi roojiuun
@KarisalSemidang-gw7ps,Sebagai warga Nahdliyyin saya turut berduka cita,2 months ago,warga nahdliyyin turut duka cita
@EtaSusanta,Astagfirulloh ...ya Alloh...ampuni saudara2 kami ini...,2 months ago,astagfirulloh allohampuni saudara
@Williesyah,Ya allah,2 months ago,allah
@nuriyahnuriyah3414,Innalillahiwainnailaihiroojiun,2 months ago,innalillahiwainnailaihiroojiun
@choirulanam1788,Ya Allah... berilah kekuatan para korban. Mohon maaf... siapa pemborongnya?  Siapa yg bertanggung jawab?,2 months ago,allah ilah kuat korban mohon maaf siapa borong siapa tanggung jawab
@bapaksuwanto1624,"Smga tdk ada kurban jiwa dan luka2 , sehat selamat semua, aamiiin",2 months ago,smga tdk kurban jiwa luka sehat selamat semua aamiiin
@penggunafacebook9952,Innalilahi wainnalilaihi rojiun dapat dipastikan kemungkinan pembangunan nya tidak memenuhi syarat konstruksi jadi penenggung jawab pembangunan harus bertanggung jawab,2 months ago,innalilahi wainnalilaihi rojiun pasti mungkin bangun nya penuh syarat konstruksi jadi penenggung jawab bangun tanggung jawab
@KN_WestJava,Kok santai amat ya bapak menjawabnya ... Ini urusan nyawa lho pak,2 months ago,santai bapak jawab urus nyawa lho pak
@chermeups,Sedih bnget :'(,2 months ago,sedih bnget
@rohmansoleh,Takdir...takdir....pasti ada sebab ny kyai,2 months ago,takdirtakdirpasti ny kyai
@m_ihab,"Ini murni kelalaian pengurus / pengasuh ponpes. Bangunan masih dalam tahap proses pembangunan bahkan baru selesai pengecoran lantai atas,  tapi sudah di huni atau sudah di gunakan untuk aktifitas. Harusnya nunggu beberapa hari sampai kering dan kuat baru bisa digunakan.",2 months ago,murni lalai urus asuh ponpes bangun tahap proses bangun bahkan baru selesai cor lantai atas huni guna aktifitas harus nunggu beberapa hari kering kuat baru guna
@MichelleInggritayani,Kontruksi yg salah semoga menjadi pembelajaran untuk kita bangunan bertingkat yg sedang dikerjakan jangan ditempati dulu,2 months ago,kontruksi salah moga jadi ajar bangun tingkat sedang kerja jangan tempat dulu
@wisnupertala3197,harus di evaluasi besar dan menyeluruh thdp pesantren,2 months ago,evaluasi besar seluruh thdp pesantren
@Alipnugraha,Ini bukan yang kemarin upload di bangun pakai bambu kan ya ?,2 months ago,bukan kemarin upload bangun pakai bambu kan
@ArdiNaura,🎉,2 months ago,
@sudinah9792,"Klau masih dalam perbaikan   Semua santai jangan di tempatkan dulu ,",2 months ago,klau baik semua santai jangan tempat dulu
@edigatut5874,"Bangunan tingkat yg lebih dari dua ke atas,wajib mendapatkan izin dari pemerintah dan juga tetangga kanan kiri.misal bangunan pondok,rmh sakit,mall dll.karena bisa juga rawan ambruk karena tdk melalui perhitungan yg matang oleh ahli arsitektur,mudah2 an musibah ini tdk terjadi lagi.",2 months ago,bangun tingkat lebih ataswajib dapat izin perintah tetangga kanan kirimisal bangun pondokrmh sakitmall dllkarena rawan ambruk tdk lalu hitung matang ahli arsitekturmudah an musibah tdk jadi
@ariefzafran7495,Adiliii pengasuhnyaaa.... Titik,2 months ago,adiliii pengasuhnyaaa titik
@MudawamahMlg,"Innalillahi 
Saya ga kuat  membayangkan kejadian ini...karna cucu""saya  ada di pesatren semua ... Robbana atina fiddunya Hasanah wafil akhirati Hasanah waqina adzabannar aamiin 🤲😭😭😭",2 months ago,innalillahi kuat bayang jadi inikarna cucusaya pesatren semua robbana atina fiddunya hasanah wafil akhirat hasanah waqina adzabannar aamiin
@happyfunchannel1705,"Tadi sempet saya baca di komen pada IG ada yg bilang, yg melakukan pembangunan santri sdiri, masa iya? cm kalo pakain org luar, hrs di periksa kenapa struktur bangunan rapuh gitu atau bangunan blm kelar sudah dipakaikah? semoga ga ada korban jiwa dan semoga semua korban di temukan dan dlm keadaan ygvjauh dr mengkhawatirkan...semoga ada mujizat Tuhan atas korban",2 months ago,tadi sempet baca komen ig bilang laku bangun santri sdiri masa iya cm kalo pakain org luar hrs periksa struktur bangun rapuh gitu bangun blm kelar pakai moga korban jiwa moga semua korban temu dlm ada ygvjauh dr mengkhawatirkansemoga mujizat tuhan atas korban
@SudibyoDibyo-w5p,"Dinas PU setempat wajib turun tangan untuk menilai apakah ada kelalaian dalam pembangunannya dan hasilnya dikasihkan ke pihak yg berwajib untuk ditindak lanjuti, serta pihak pengelola pondok harus bertanggung jawab juga.",2 months ago,dinas pu tempat wajib turun tangan nilai lalai bangun hasil kasih pihak wajib tindak lanjut pihak kelola pondok tanggung jawab
@SLNSusanti,"Kontraktornya kurang perhitungan kayaknya ....🤦🤦🤦,
Semoga segera mendapat  pertolongan ya adek adek santri🙏🙏🙏",2 months ago,kontraktor kurang hitung kayak moga segera dapat tolong adek adek santri
@jamilwahyu986,Setuju boosss,2 months ago,tuju boosss
@jamilwahyu986,Sangat setuju nooss,2 months ago,sangat tuju nooss
@kananggandung-mn6gv,"jangan berlindung dng kata takdir, utk tidak mau disalahkan, tidak mau bertanggungjawab",2 months ago,jangan lindung dng kata takdir utk mau salah mau bertanggungjawab
@KhodijahSyahid,😮😮😮,2 months ago,
@penywaspenysatra8841,"ya,allah gimna pra santrinya",2 months ago,yaallah gimna pra santri
@pulangkerja6642,"Tragedi ini harus diusut tuntas, proses pembangunan, uji kelayakan bangunan, dll...hukum harus berjalan adil, tidak melihat status, kuasa, dll...

Untuk para santri yg menjadi korban, turut berduka cita inshaaAlloh husnul khotimah, dan juga bagi keluarga yg ditinggalkan, Alloh senantiasa memberi kesabaran&ketabahan....",2 months ago,tragedi usut tuntas proses bangun uji layak bangun dllhukum jalan adil lihat status kuasa santri jadi korban turut duka cita inshaaalloh husnul khotimah keluarga tinggal alloh senantiasa beri kesabaranketabahan
@IndahSari-v7w,Harus dipertanggung jawabkan,2 months ago,tanggung jawab
@ArifArif-wr1qg,"Masya Alloh, kurang perhitungan kontraktor nya",2 months ago,masya alloh kurang hitung kontraktor nya
@salahuddinhamzah9932,Ini dunia ustad harus ada logika ilmiah jangan serahkan takdir dulu.harus ungkap ini kesalahan MANUSIA maka hukumannya di dunia dulu,2 months ago,dunia ustad logika ilmiah jangan serah takdir duluharus ungkap salah manusia hukum dunia dulu
@andisudarsonocraft177,Alasan paling gampang ya takdir,2 months ago,alas paling gampang takdir
@sejutaaromaparfum,Perlu tim investigasi.. Untuk menemukan pelaku yg bertanggungjawab,2 months ago,perlu tim investigasi temu laku bertanggungjawab
@AhmadYusufbusaeri,"Mudah""n ada dalam lindungan dan Rahmat Allah semuanya amiin",2 months ago,mudahn lindung rahmat allah semua amiin
@RumboR,Biasanya media paling getol menyiarkan hal- hal yang menyangkut nyawa MANUSIA! Tapi lihat kan! Berapa MEDIA yang secara hati/ getol meliput itu kejadian? Kenapa? Karena itu sangat- sangat MEMALUKAN!,2 months ago,biasa media paling getol siar sangkut nyawa manusia lihat kan berapa media hati getol liput jadi sangat sangat malu
@khairulamri6102,Harus tanggung jawab.,2 months ago,tanggung jawab
@luvchadeer,Kalo dr sekilas struktur yg sudah ada 9:05 bangunan lainnya terlihat langsing2 sebaiknya dilakukan study kelaikan bangunan mengingat digunakan untuk pendidikan. Serta tertib izin dan perhitungan struktur.,2 months ago,kalo dr kilas struktur bangun lain lihat langsing baik laku study kelai bangun ingat guna didik tertib izin hitung struktur
@wahyus-r9c,"innalilahi wa innailaihi rojiun , sepertinya slop beton belum cukup kering atau perhitungan yang salah oleh ahli bangunan terkait perhitungan beban",2 months ago,innalilahi wa innailaihi rojiun seperti slop beton cukup kering hitung salah ahli bangun kait hitung beban
@nurisbakery9868,😢,2 months ago,
@cahayacahaya-zt3ep,"Semoga semuanya selamat ya Allah ,itu mungkin pondasinya kurang kuat sehingga bisa ambruk atau mungkin belum karing cornya",2 months ago,moga semua selamat allah mungkin pondasinya kurang kuat ambruk mungkin karing cor
@dapurminiatur5359,😢,2 months ago,
@INFOIN474,"Sebaiknya bangunan yang sedang dalam renovasi jangan digunakan dulu, semoga tidak ada korban jiwa",2 months ago,baik bangun sedang renovasi jangan guna dulu moga korban jiwa
@WardanaCatur-j7g,Dek ke 3 xg bwh da kering dari 10 bulan itu jelas penyangga kurang jarak stegeran trs pilar kurang kuat besi jug ukuran GK sesuai pling...moga di beri kesabaran kluarga para korban.,2 months ago,dek xg bwh da kering bulan jelas sangga kurang jarak stegeran trs pilar kurang kuat besi jug ukur sesuai plingmoga beri sabar kluarga korban
@AbahRozykin,انا لله وانا اليه راجعون,2 months ago,
@sandunglamur3489,"Ngeri, pilar setipis itu untuk menyangga bangunan 4 lantai",2 months ago,ngeri pilar setip sangga bangun lantai
@MYahya-g6s,"Itu kesalahan arsitek, mungkin gegabah dalam merancang struktur bangunan, bisa pondasinya kurang dalam, / besinya kurang besar/ campuran  cor yg kurang pas, mungkin semennya, atau pasirnya kurang baik, atau yg lain, semuanya itu secara ilmiah harus pas,  kecuali ada gempa yg dasyak, bangunan sekuat apapun gk berarti , klo ini kan ambruk tanpa adanya gempa, berarti secara logika bangunannya yg kurang kuat",2 months ago,salah arsitek mungkin gegabah rancang struktur bangun pondasinya kurang besi kurang besar campur cor kurang pas mungkin semen pasir kurang baik semua ilmiah pas gempa dasyak bangun kuat apa arti klo kan ambruk ada gempa arti logika bangun kurang kuat
@WartegLimpas,Harus di proses yg Puya ponpes bertanggung jawab jangan nampung murid saja duit yg di ambil .musibah itu pak kalau orangnya berantisipasi g akan roboh,2 months ago,proses puya ponpes tanggung jawab jangan nampung murid duit ambil musibah pak kalau orang antisipasi g roboh
@azzaammarluqman4937,Smg lkas tertangani....,2 months ago,smg lkas tangan
@darmuniawan3856,Struktur bangunanya spt apa harusnya di usut...kontraktor apa swadaya..,2 months ago,struktur bangunanya spt apa harus usutkontraktor apa swadaya
@tribudi5275,"Yang jelas harus ada tanggung Gugat dalam kasus ini, baik kontraktor dan pemilik",2 months ago,jelas tanggung gugat kasus baik kontraktor milik
@Aditaditya-q7m,"Kalau lihat before ambruk, tiang2nya kecil2 ...atau sepatunya tdk kuat karena struktur tanah yg rawan tidak stabil.",2 months ago,kalau lihat before ambruk tiang kecil sepatu tdk kuat struktur tanah rawan stabil
@MasBro-u8u,kontraktornya mantap tuh,2 months ago,kontraktor mantap tuh
@yokofernando4351,Bangunan yang tidak standar SOP saat membangun ... Semoga Allah melindungi korban nya aamiin 😢,2 months ago,bangun standar sop bangun moga allah lindung korban nya aamiin
@nuraini_,Yoo ngono kui pasti ini musibah takdir dari allah.. Tp sop membangun yaa harus di laksanakan to pak... Ojo bangunan lantai 3 lantai 4 ora nganggo perhitungan ora nganggo kontraktor... Sing kudune gae wesi gedene sak jempol sikil trs gae wesi sak pucuk driji kelingking yoo mesti ora kuat too. . Turut berduka cita atas meninggalnya para santri semoga husnul khotimah dan keluarga yg di tinggalkan di berikan kekuatan🤲,2 months ago (edited),yoo ngono kui musibah takdir allah tp sop bangun yaa laksana to pak ojo bangun lantai lantai ora nganggo hitung ora nganggo kontraktor sing kudune gae wesi gedene sak jempol sikil trs gae wesi sak pucuk driji kelingking yoo mesti ora kuat too turut duka cita atas tinggal santri moga husnul khotimah keluarga tinggal ikan kuat
@mohdjamil135,Kalau gempa bumi atas kehendak Allah SWT.Sekuat apapun diluar kemampuan manusia.,2 months ago,kalau gempa bumi atas hendak allah swtsekuat apa luar mampu manusia
@SayaSupar,Cuma takdir dan takdir,2 months ago,cuma takdir takdir
@AzizMalik,Berat 😢,2 months ago,berat
@hitokiribrian5291,"Ini bukan takdir, tapi kelalaian",2 months ago,bukan takdir lalai
@ardhanardhunchanel2811,Masalahnya di pembesian awal itu....,2 months ago,masalah besi awal
@andriandwiirijawanto2307,Saya gak bisa membayangkan betapa berdukanya para wali santri...ya Allah,2 months ago,gak bayang betapa duka wali santriya allah
@karemsunartokaremsunarto6249,Ada arsiteknya nggak ya,2 months ago,arsitek
@ngulikulinguli3435,paling utama adalah struktur pondasi dan ukuran besi nya sesuai ketianggian lantai !!!,2 months ago,paling utama struktur pondasi ukur besi nya sesuai ketianggian lantai
@alfathabror7989,Semoga Allah memberikan hidayah kepada para santri & pengasuh pondok pesantren ini,2 months ago,moga allah beri hidayah santri asuh pondok pesantren
@Arulbarokah99,Pko nya klu ada proses membangun tolong utk semua pesantren libur kn dlu supaya lebih aman...,2 months ago,pko nya klu proses bangun utk semua pesantren libur kn dlu lebih aman
@CookieMonster-qh7ey,"Tanggung jawab dong, jangan cuma mau duitnya aja, giliran ada masalah lepas tangan. Bedakan ya, itu namanya kelalaian, bukan takdir. Jangan dikit2 bilang takdir, asap ada juga karena ada api. Harus ada pihak yang diadili dan bertanggungjawab dlm kasus ini, apalagi ketika menyangkut amanah dan keselamatan banyak orang. Pikirkan perasaan ortu yg nitipkan anaknya, hancur perasaan mereka.. pulang2 anaknya sudah tak bernyawa... Mikir Anda..",2 months ago (edited),tanggung jawab jangan cuma mau duit gilir masalah lepas tangan beda nama lalai bukan takdir jangan dikit bilang takdir asap api pihak adil bertanggungjawab dlm kasus sangkut amanah selamat banyak orang pikir asa ortu nitipkan anak hancur asa pulang anak tak nyawa mikir
@RumahmakanSariminang,Ojo2 duit sumbangan partei,2 months ago,ojo duit sumbang partei
@wibowo16,Ya semoga Selamat,2 months ago (edited),moga selamat
@elfariziraka-y6f,"buat pelajaran buat para pemilik yayasan rencanakan pondasi buat berapa lantai nntinya,jgn menimpa bangunan tanpa konsultasi,turut berduka buat keluarga besar ponpes dan keluarga para santri,,,",2 months ago,buat ajar buat milik yayasan rencana pondasi buat berapa lantai nntinyajgn timpa bangun konsultasiturut duka buat keluarga besar ponpes keluarga santri
@AshilArafah,"Ya Allah kaishan gus Salam, tdk usah diwawancarai dulu",2 months ago,allah kaishan gus salam tdk usah wawancara dulu
@SafarYox,seharus nya jangan ada kegiatan apapun selagi bangunan  masih di renofasi baik ibadah atau kegiatan yg lain nya demi keselamatan,2 months ago,harus nya jangan giat apa bangun renofasi baik ibadah giat nya selamat
@wansepwansep8253,"Melihat dari struktur besi dan jarak cincin, besinya tidak sanggup menahan beban beton nya, karena besinya kecil dan jarak dan kekuatan cincin jg  mengkhawatirkan",2 months ago,lihat struktur besi jarak cincin besi sanggup tahan beban beton nya besi kecil jarak kuat cincin jg khawatir
@maswardan101,"Allah Subhanahu Wa Ta'ala berfirman:

وَمَاۤ اَصَا بَكُمْ مِّنْ مُّصِيْبَةٍ فَبِمَا كَسَبَتْ اَيْدِيْكُمْ وَيَعْفُوْا عَنْ كَثِيْرٍ 

""Dan MUSIBAH apa pun yang menimpa kamu adalah karena PERBUATAN TANGANMU SENDIRI, dan Allah memaafkan banyak (dari kesalahan-kesalahanmu).""

(QS. 42 Asy-Syura Ayat 30)",2 months ago,allah subhanahu wa taala firman musibah apa timpa kamu buat tangan sendiri allah maaf banyak kesalahankesalahanmu qs asysyura ayat
@fitraaditya08,Harus Ada Yang Bertanggung Jawab..,2 months ago,tanggung jawab
@DesiAditya-g4q,"Kesalahan kontruksi...melihat foto bangunan lama saja sudah ngeri begitu...kolom yang tidak sesuai,ring balok yang sangat minim,semoga sebagai pelajaran bagi ponpes lain...",2 months ago,salah kontruksimelihat foto bangun lama ngeri begitukolom sesuairing balok sangat minimsemoga ajar ponpes
@GenziNusantara,"mungkin ini teguran keras dr Alloh, agar tdk ngemis proposal dana hibah teruss",2 months ago,mungkin tegur keras dr alloh tdk ngemis proposal dana hibah teruss
@AchmaddevySetiawan-mk9ys,"Innalillahi wainnailaihi roji'un

Lain Kali jika mau meningkat bangunan, di rencanakan dengan baik. 
Kalau bisa pakai jasa konsultan. 

Saya percaya takdir, tapi kejadian ini adalah suatu kecerobohan. 
Dan harus ada yang bertanggung jawab.",2 months ago (edited),innalillahi wainnailaihi rojiun kali mau tingkat bangun rencana baik kalau pakai jasa konsultan percaya takdir jadi suatu ceroboh tanggung jawab
@BudiRembo-b4t,Takdir... takdir...😂😂😂😂😂,2 months ago,takdir takdir
@doadanlampah,saya jg pernah  lihat bangunan pondok berlantai 3 tp   tiang tiang bangunan   sepertinya  asal,2 months ago,jg pernah lihat bangun pondok lantai tp tiang tiang bangun seperti asal
@ainunmarzuqo6891,"Ngapunten kiai,sinten to yg bertanggung jawab atas pembangunan niki😢,mesak ne anak2 niku😭😭😭😭",2 months ago,ngapunten kiaisinten to tanggung jawab atas bangun nikimesak ne anak niku
@masall4389,Mungkin belum matang spenuhnya tp sudah nambah cor lantai berikutnya,2 months ago,mungkin matang spenuhnya tp nambah cor lantai ikut
@vebyhenna4731,"Sya udah nangis liat berita berita ini..memposisikan sbagai org tua korban para santri yg tertimpa reruntuhan.. Melihat vidio ini liat pak yai bnyak bilang ""saya gatau ga disini"" Sdikit kecewa😢😢. Saya pikir pak yai sama khawatirnya kaya org tua jd begitu dg kabr lgsung menanyakan kondisi ke yg ada d tkp sehingga pas nemuin media nggak cuma jawb gatau gatau 😢😢",2 months ago,sya udah nang liat berita berita inimemposisikan sbagai org tua korban santri timpa runtuh lihat vidio liat pak yai bnyak bilang gatau sini sdikit kecewa pikir pak yai sama khawatir kaya org tua jd dg kabr lgsung tanya kondisi d tkp pas nemuin media cuma jawb gatau gatau
@deniis4761,Bener sih takdir pak yai.. bukan musibah tapi kecerobohan..,2 months ago,bener takdir pak yai bukan musibah ceroboh
@AlexzaExa,Asal bangun tanpa pertimbangan arsitektur,2 months ago,asal bangun timbang arsitektur
@BlendBoto,Usut tuntas investigasi pihak yang harus bertanggung jawab..,2 months ago,usut tuntas investigasi pihak tanggung jawab
@seifelmuna6213,"Bangunan lantai 2 dan 3 kosong, yg di cor atap sehingga gk pakai genteng, lantai satu sudah rampung dipakai untuk musola, lantai 1,2,3 sudah rampung 10 bulan yg lalu, pengecoran terahir dilantai 3 untuk atap sudah rampung setelah zuhur",2 months ago,bangun lantai kosong cor atap pakai genteng lantai satu rampung pakai musola lantai rampung bulan lalu cor terahir lantai atap rampung zuhur
@Tarikina,Tidak cukup dgn takdir,2 months ago,cukup dgn takdir
@harmantoabuyusuf3703,"Pak kiai kalau mbangun gedung pondok yg bertingkat itu struktur pondasinya dan tulangan besinya harus benerr2 yg kuat , pakai jasa konsultan teknik sipil yg baik biar kuat .",2 months ago,pak kiai kalau mbangun gedung pondok tingkat struktur pondasinya tulang besi benerr kuat pakai jasa konsultan teknik sipil baik biar kuat
@alfaqiraltamany8949,"Sidak investigasi dengan baik supaya tidak terulang lagi, kalo memang ada yg terbukti salah tidak sesuai SOP adili sesuai hukum yg berlaku",2 months ago,sidak investigasi baik ulang kalo memang bukti salah sesuai sop adil sesuai hukum laku
@RudiHartono-wz9vf,Memang dari awal pembangunan mushala bukan direncanakan untuk sampai tingkat 3-4 lantai. Jadi kontruksi pondasi dan diameter pilar bukan direncanakan untuk lebih dari 2 tingkat.,2 months ago,memang awal bangun mushala bukan rencana tingkat lantai jadi kontruksi pondasi diameter pilar bukan rencana lebih tingkat
@BikersBikersturing-c4g,Seharusnya di perhitungkan jangan asal tambah tingkat karena kekuatan dari bawah cakar ayam karena pondasi  bawah kunci dari segalanya,2 months ago,hitung jangan asal tambah tingkat kuat bawah cakar ayam pondasi bawah kunci segala
@setyabudisetyabudi1040,Kurang perhitungan utk kekuatan strukturnya shg ambruk,2 months ago,kurang hitung utk kuat struktur shg ambruk
@herisunarko9049,"Innalilahi wainnailaihi rojiun.... Membangun tanpa rancangan, teknik dan perhitungan yg tepat alias asal-asalan. Ya begitulah jadinya.",2 months ago,innalilahi wainnailaihi rojiun bangun rancang teknik hitung tepat alias asalasalan begitu jadi
@bimatrans1041,Ilmu dunia utk dunia,2 months ago,ilmu dunia utk dunia
@gantangdev3529,"Turut berduka, sbgai bahan evaluasi, Pentingnya ilmu arsitektur dan teknik sipil, jgn asal bangun gedung..",2 months ago,turut duka sbgai bahan evaluasi penting ilmu arsitektur teknik sipil jgn asal bangun gedung
@Budakpaulus,kayaknya ini kegagalan kntruksi dak paling atas yg baru di cor ambruk  dan menekan lantai di bawahnya...dengan momen tinggi 3 sampai 4 mter itu berapa kali lipat beratnya...apalagi beban yg di terima lantai dasr sdh pasti tak mampu menahannya...,2 months ago,kayak gagal kntruksi dak paling atas baru cor ambruk tekan lantai bawahnyadengan momen tinggi mter berapa kali lipat beratnyaapalagi beban terima lantai dasr sdh tak mampu tahan
@bonarsiahaan8239,Patut diduga struktur bagian bawah tidak mampu menahan struktur beban diatasnya yang patut diduga volume dan bahan tidak sesuai dengan volume struktur bangunan,2 months ago,patut duga struktur bagi bawah mampu tahan struktur beban atas patut duga volume bahan sesuai volume struktur bangun
@MetiMetti,Pihak Kontraktor harus Tanggung Jawab. Bangunannya kurang kuat,2 months ago,pihak kontraktor tanggung jawab bangun kurang kuat
@novidaarianiobgyn8825,Santai banget.. ‘gak tahu’,2 months ago,santai banget gak tahu
@aksosaputra8337,"Jika membangun bertingkat perhatikanlah kualitas bangunanya, jgn sampai asal asalan",2 months ago (edited),bangun tingkat perhati kualitas bangunanya jgn asal asal
@srilisyanti75,"Pimpinan ponpes hrus dn  bertanggung jwb , jgn berdalih takdir , klu salah ngaku salah dn mohon maaf kpd ortu korban , para wali santri percaya mnaruh anak2 mreka utk mnuntut Ilmu , ksihan mreka",2 months ago,pimpin ponpes hrus dn tanggung jwb jgn dalih takdir klu salah ngaku salah dn mohon maaf kpd ortu korban wali santri percaya mnaruh anak mreka utk mnuntut ilmu ksihan mreka
@kisanakmail5816,Sepertinya ada kesalahan dlm perencanaan gedung...dilihat dr struktur2 yg patah,2 months ago,seperti salah dlm rencana gedungdilihat dr struktur patah
@mangusef-f1l,"Mestinya menggunakan perhitungan yang cermat sesuai teknik sipil. Dan kalo bangunan dalam proses pengecoran, tak boleh ada kegiatan di situ. Harus steril",2 months ago,mesti guna hitung cermat sesuai teknik sipil kalo bangun proses cor tak giat situ steril
@Hiburan_a51,Harus ada tersangka .. sebab kelalaian yg akibatkan banyak korban ..,2 months ago,sangka lalai akibat banyak korban
@Azka566,Kejadian waktu sholat ASHAR BERJAMAAH,2 months ago,jadi waktu sholat ashar jamaah
@zulkarnainrasid3965,Sepertinya rencana awal  bikin bangunan bukan untuk lantai empat terus ketika ada biaya tambah lantai empat,2 months ago,seperti rencana awal bikin bangun bukan lantai empat terus biaya tambah lantai empat
@drdrrenniyuniatispkkfinsdv6657,Tersangkanya jelas kontraktor atau mandor yang membangun itu,2 months ago,sangka jelas kontraktor mandor bangun
@ChandraGumilar-p7u,"Imbas bahan materialnya krg semen , pemborongnya mau untung sepihak TDK memikirkan keselamatan org lain..😇 ikut belasungkawa semoga TDK ada korban jiwa..🤲🏼",2 months ago,imbas bahan material krg semen borong mau untung pihak tdk pikir selamat org ikut belasungkawa moga tdk korban jiwa
@ujs.n,Kita harus sadar yang pertama tentang ketetapan Allah. Yang kedua pentingnya mematuhi SOP saat proses pembangunan. Ketiga pentingnya menggunakan tukang dan arsitektur propesional.,2 months ago,sadar pertama tetap allah dua penting patuh sop proses bangun tiga penting guna tukang arsitektur propesional
@jumadilawaljumadilakhir133,"Innalillahi wainna ilaihi rooji'uun,
Ini kesalahan struktur,",2 months ago,innalillahi wainna ilaihi roojiuun salah struktur
@MiniBirb493,ADILI ABDUL SALAM MUJIB,2 months ago,adil abdul salam mujib
@SaifulBendot,Kayak nya ini bahan besi nya kurang jadi yg bawa GK Kuwat !muga2 Kusnul qotimah amin,2 months ago,kayak nya bahan besi nya kurang jadi bawa kuwat muga kusnul qotimah amin
@x-gennation1266,"Cek jg bangunan bangunan sekolah lainnya, banyak yg dibangun asal2an tanpa memperhitungkan keselamatan anak2 murid yang ada di dalamnya.Banyak yg bangun asal murah.",2 months ago,cek jg bangun bangun sekolah lain banyak bangun asal hitung selamat anak murid dalamnyabanyak bangun asal murah
@dianprastitiningrum8568,Kalau ada korban jiwa siapa yang tanggung jawab😭😭,2 months ago,kalau korban jiwa siapa tanggung jawab
@SlametJr-on2sd,itu struktur bangunan...gimana..kok bisa ambruk... apakah kelebihan beban ..beton..jadi pondasi tidak kuat...,2 months ago,struktur bangunangimanakok ambruk lebih beban betonjadi pondasi kuat
@sehatherbal849,Melihat pak yainya sangat bersedih,2 months ago,lihat pak yainya sangat sedih
@curhatnews,Apa kontruksinya dihitung dulu menurut ilmu bangunan,2 months ago,apa kontruksinya hitung dulu ilmu bangun
@triyanuar3406,Wah... Urusannya panjang ini... Dalam proses pengecoran,2 months ago,wah urus panjang proses cor
@JokoPriyanto-ft7to,Harus ada yang bertanggung jawab atas Robohnya Bangunan pondok tsb yang mengakibatkan banyak korban jiwa para santrinya.,2 months ago,tanggung jawab atas roboh bangun pondok tsb akibat banyak korban jiwa santri
@cahtransmigrasi1773,Aduhhhh cekk anggaran nya,2 months ago,aduhhhh cekk anggar nya
@BapakAing-o4u,Mungkin disebabkan material yang tidak sesuai standar atau keealahan arsitektur,2 months ago,mungkin sebab material sesuai standar keealahan arsitektur
@Saridal-n3l7f,"Ini bukan takdir,ini kesalahanya yang mbangun",2 months ago,bukan takdirini kesalahanya mbangun
@youdhike,Innalilahi ...Bangunan yg tidak di rancang dari awal untuk 3 lantai kok bisa tiba tiba di naikan terus...,2 months ago,innalilahi bangun rancang awal lantai tiba tiba naik terus
