author,comment,published_at,clean_comment
@GabrielHutabarat-sg7wj,Masih bilang hanya itu,2 months ago,bilang
@natalisardianto8013,Daun gugur pun seijin Alloh...salah siapa?,2 months ago,daun gugur seijin allohsalah siapa
@agungprasetyo2665,Itu takdir.. sama seperti kasus Gus Yaqut.. orang2 yg kehilangan kuota haji setelah 5 hari gagal bayar ya takdir.. lihat positifnya.. orang tua anak yg meninggal jadi berkurang bebannya.. kyai mendoakan.. kurang apa lagi,2 months ago,takdir sama kasus gus yaqut orang hilang kuota haji hari gagal bayar takdir lihat positif orang tua anak tinggal jadi kurang beban kyai doa kurang apa
@stressinawungtaliningrosoe5295,"Knpa alat berat nya nggak gercep secepat nya  ? Kasihah santri2 yg masih tertimbun,,  astaghfirullahalazim 😭😭😭  . Wes ndang di gerakne alat berat e iku",2 months ago,knpa alat berat nya gercep cepat nya kasihah santri timbun astaghfirullahalazim wes ndang gerakne alat berat e iku
@abdussyomsyuk6762,"Alangkah baiknya jika ingin membangun bangunan berlantai Jangan sekali-kali libatkan para Santri untuk membangun atau ikut pengecoran dan pengadukan semennya itu bisa tidak benar-benar rapi dan kuat.
Biarkan semua itu di kerjakan para ahli konstruksi bangunan.
Jika nanti ada kesalahan itu murni dari pihak kontruksi.
Ini masalah keselamatan dan nyawa manusia.
Lebih baik banyak mengeluarkan biaya dari pada nanti banyak menghilangkan nyawa manusia.
Ini saran saja.",2 months ago,alangkah baik bangun bangun lantai jangan sekalikali libat santri bangun ikut cor adu semen benarbenar rapi kuat biar semua kerja ahli konstruksi bangun salah murni pihak kontruksi masalah selamat nyawa manusia lebih baik banyak keluar biaya banyak hilang nyawa manusia saran
@Sagiarta,Secara holistik pembangunan bahan sarana prasarana harus halal ikhlas karena Alloh.Buat perhatian harus dgn konsultan ahli pembangunan mas bro!!?😢,2 months ago,holistik bangun bahan sarana prasarana halal ikhlas allohbuat perhati dgn konsultan ahli bangun mas bro
@hikmahkholid8386,"Seharusnya klo blm selesai bangunannya dg sempurna jangan di pakai dulu, anak2 kan bisa sholat dan ngaji di kamar masing-masing… apalagi nge-deknya dhuhur baru selesai… 😢",2 months ago,klo blm selesai bangun dg sempurna jangan pakai dulu anak kan sholat ngaji kamar masingmasing ngedeknya dhuhur baru selesai
@uyunardi7133,"kenapa kegiatan para santri tidak di pindah dulu saat ada pengerjaan pengecoran bangunan itu,lantai bawah masih aktif di gunakan untuk kegiatan para santri sedangkan lantai atas sedang melakukan pengecoran bangunan,harus nya kan waspada jangan di anggap tenang dan insha alloh aman.",2 months ago,giat santri pindah dulu kerja cor bangun itulantai bawah aktif guna giat santri lantai atas sedang laku cor bangunanharus nya kan waspada jangan anggap tenang insha alloh aman
@DozanBirdfood,Kok kyaienya gak tahu terus jawabnya 🤦‍♂️😂,2 months ago,kyaienya gak tahu terus jawab
@DETEKTIFAMATIRAN007,takdir??? yg ada sdm rendah iya,2 months ago,takdir sdm rendah iya
@Waletbaru-j2v,"Bpk ini di tanya banyak nggak tahu,.. 
Terus siapa pengawas unk pembangunannya..",2 months ago,bpk tanya banyak tahu terus siapa awas unk bangun
@ArmelAja-w3j,Pemda bagian ijin dinyatakan bersalah juga?,2 months ago,pemda bagi ijin nyata salah
@tuniekendah9614,Kontraktorx kok bisa buat konstruksi spt itu????,2 months ago,kontraktorx buat konstruksi spt
@mangusef-f1l,Kok gak tahu???,2 months ago,gak tahu
@mangusef-f1l,Kok gak tahu???,2 months ago,gak tahu
@SujiptoJipto,Nara sumber kok jawabanya gak tau tok haaahhhh,2 months ago,nara sumber jawabanya gak tau tok haaahhhh
@BambangS-m9m,Mngkin kcrbohan pmborong atau tukangnya yg tidak proposional .jg semenya jg trlalu kurang jg beton kurang Gareng trs di tumongi cor jg bisa cagak2yg kurang kuat .semua emang kehendak ALLAH  tapi jg perlu penelitian matang dulu,2 months ago,mngkin kcrbohan pmborong tukang proposional jg semenya jg trlalu kurang jg beton kurang gareng trs tumongi cor jg cagakyg kurang kuat semua emang hendak allah jg perlu teliti matang dulu
@KristenPastiTahu,Mohon maaf pak Uztad. Kejadian ini bukan takdir tetapi disebabkab ksrema keteledoran...yaitu perhitungan teknis yang tidak tepat 🙏,2 months ago,mohon maaf pak uztad jadi bukan takdir disebabkab ksrema keteledoranyaitu hitung teknis tepat
@MEETZ.101,"Kenapa ambruk, ya ini masalah per ""uang"" an, takdir ikut di belakang kesengajaan.",2 months ago,ambruk masalah per uang an takdir ikut belakang sengaja
@Johansyah-i2d,"Pompes sampai lanta 4 ...?
Konstruknya harus sama dengan banguna hotel 
Kalau anggaran hanya mengharap pemberian mau bangun berlantai 4 itu haru arsitek yg ahli",2 months ago,pompes lanta konstruknya sama banguna hotel kalau anggar harap beri mau bangun lantai haru arsitek ahli
@AsihKamsih,Harusnya lg di bangun jangan di pke dulu.mng gk ad yg bilang ap?,2 months ago,harus lg bangun jangan pke dulumng ad bilang ap
@NurCholis-x8b,Pemilik pondok jangan menutupi dan sembrono nya dalamembangun pondok ❤ semua kesalahan kontruksi dan menghemat biaya dan juga beton tidak memenuhi standar beton❤ campuran beton juga salah❤ tiang penyangga bawah dan jarak tiang penyangga beton TDK SE imbang beban yang di atas❤ ukuran tiang penyangga dan jarak utamanya juga sembrono/sembarangan❤  balok gantung  dan tiang penyangga dari bawah jarak nya sembarangan juga besar tiang sembarangan❤  ini mutlak kesalahan pemilik pondok dan juga pihak penanggung jawab kerja/kintruksi❤,2 months ago,milik pondok jangan tutup sembrono nya dalamembangun pondok semua salah kontruksi hemat biaya beton penuh standar beton campur beton salah tiang sangga bawah jarak tiang sangga beton tdk se imbang beban atas ukur tiang sangga jarak utama sembronosembarangan balok gantung tiang sangga bawah jarak nya sembarang besar tiang sembarang mutlak salah milik pondok pihak tanggung jawab kerjakintruksi
@mangusef-f1l,Dalam proses pembangunan??? Mengapa ada kegiatan di situ??????,2 months ago,proses bangun giat situ
@WahyuWidianto-y8s,Semua SDH terjadi jgn saling menyalahkan..mgkin kontruksi bangunan jg krg pas Krn bngunan step by step beda klau bangun lngsung 15 lantai jdi konstruksinya SDH di perkokokh,2 months ago,semua sdh jadi jgn saling menyalahkanmgkin kontruksi bangun jg krg pas krn bngunan step by step beda klau bangun lngsung lantai jdi konstruksi sdh perkokokh
@kumbahresik9029,Bangunan tidak ada IMB,2 months ago,bangun imb
@septii6330,Kok takdir repot mbah yai.,2 months ago,takdir repot mbah yai
@ViralMemeKonoha,Pondasi kurang kuat,2 months ago,pondasi kurang kuat
@syaifulanwar8510,"Saya yakin jika umur itu bangunan masih muda. Maka kesalahan ada di salah konstruksi, lah penyebab salah konstruksi itu yg harus dicari. Apakah salah perencanaan dan desain? Apakah salah pembiayaan? Biaya mepet dicoba paksakan untuk membangun melebihi hitungan seharusnya sehingga ada penurunan spek.",2 months ago,yakin umur bangun muda salah salah konstruksi lah sebab salah konstruksi cari salah rencana desain salah biaya biaya mepet coba paksa bangun lebih hitung turun spek
@ahmadkhoiruddin8674,Semua akan ada pertanggungjawaban nya.. Anda sebagai pengasuh tp sll jawabannya NDAK TAHU...,2 months ago,semua pertanggungjawaban nya asuh tp sll jawab ndak tahu
@Purwanto-ze2fu,Itulah resiko klo dana hibah dikoropsi,2 months ago,resiko klo dana hibah dikoropsi
@erwinsahari8294,😂😂😂😅😅😅😅🎉🎉🎉,2 months ago,
@tiwikechils4482,"Harus ada pertanggungjawaban dong seharusnya kok seperti tidak punya dosa begitu pak kiyai 
Ehh maaf 🙏
Itu aja banyak korbannya yg pada kejepit bangunan 
Terus banyak yg meninggal 
Alfatihah buat para santri/korban yg meninggal😢😢🤲🤲🙏",2 months ago,pertanggungjawaban punya dosa pak kiyai ehh maaf banyak korban jepit bangun terus banyak tinggal alfatihah buat santrikorban tinggal
@dodol022,parkir mobil mewah di ponpes sayang bangunannya tdk semewah mobil yg parkir scr teknik konstruksi,2 months ago,parkir mobil mewah ponpes sayang bangun tdk mewah mobil parkir scr teknik konstruksi
@supardi2547,"Raden raden,,apa maksudnya",2 months ago,raden radenapa maksud
@masyanpalu6430,"1. Takdir
2. Nasib
3. Bangunan tidak sesuai standar
4. Kelalaian

Yg mana?",2 months ago,takdir nasib bangun sesuai standar lalai mana
@nurulhudaharosinunu2878,coba KDM langsung hadir ke TKP,2 months ago,coba kdm langsung hadir tkp
@hendragunawan9580,"Jangan katanya,, aja di tanya gk tau juga,terus siapa yang bertanggung jawab",2 months ago,jangan kata tanya tau jugaterus siapa tanggung jawab
@Linier-h6z,Gk mau bayar ahlinya pak yai...haha,2 months ago,mau bayar ahli pak yaihaha
@ohmy..7810,Jadi kepikiran bangunan santri di daerah atau tempat lain aman gak sih. Ada ijin sop-nya gak sih?,2 months ago,jadi pikir bangun santri daerah tempat aman gak ijin sop gak
@TofikNurhidayat-b1q,Di samping ini Takdir dari yg Maha kuasa tapi ambruknya Ponpes ini perlu di teliti/di selidiki kok bisa ambruk ada kemungkinan ini kesalahan konstruksinya /Arsiteknya waktu bangun dari Nol,2 months ago,samping takdir maha kuasa ambruk ponpes perlu telitidi selidik ambruk mungkin salah konstruksi arsitek waktu bangun nol
@nanuksetiana8522,"ciri ciri SDM klo logika dan akalnya ga dipake.
langsung ke jurus andalan, ""takdir""",2 months ago,ciri ciri sdm klo logika akal dipake langsung jurus andal takdir
@Anyer-f3o,Yang jelas pondasi nya ngga kuat. Lantai 4. Itu pembuatan pondasi tidak menggunakan  tenaga ahli  insinyur bangungn atau orang yg berpengalaman,2 months ago,jelas pondasi nya ngga kuat lantai buat pondasi guna tenaga ahli insinyur bangungn orang alam
@PakpuhIshaq,Inilah karna ketidak tauan sok tahu/paham  tantang nangunan akibatnya orang lain jadi korban,2 months ago,ini karna tidak tau sok tahupaham tantang nangunan akibat orang jadi korban
@budiblackjade,Itu kelihatan bahan adukan semennya (coran beton) tdk bagus,2 months ago,lihat bahan adu semen cor beton tdk bagus
@BANGUNANBALI,𝐁𝐚𝐧𝐠𝐮𝐧𝐚𝐧  𝘀𝗲𝗯𝗲𝘀𝗮𝗿 𝗶𝘁𝘂 𝗮𝗽𝗮 𝘁𝗶𝗱𝗮𝗸 𝗺𝗲𝗻𝗴𝗴𝘂𝗻𝗮𝗸𝗮𝗻 𝗮𝗿𝘀𝗶𝘁𝗲𝗸?,2 months ago,
@AI_DJSOUND,"Pasti dikatakan musibah, padahal kesalahan pengurus dan tak ada tuntutan hukuman lebih lanjut",2 months ago,kata musibah padahal salah urus tak tuntut hukum lebih lanjut
@LisannyaGaib,"Kemungkinan besar bikinnya nggak konsultasi dulu ke insinyur atau kontraktor, jadinya nggak ada pondasi buat tiang2nya yang bikin bangunan roboh",2 months ago,mungkin besar bikin konsultasi dulu insinyur kontraktor jadi pondasi buat tiang bikin bangun roboh
@Glorymusik44,Kyainya harus tanggung jawab jangan mau uangnya santri aja..  Bagaimanapun sudah ada korban..,2 months ago,kyainya tanggung jawab jangan mau uang santri korban
@duaputrilalatiaz-kb1qb,ngirit dana yg di pake hasilnya ya kaya begini,2 months ago,ngirit dana pake hasil kaya begini
@SarahSarah-kr9ws,SUPER CEROBOH,2 months ago,super ceroboh
@FajarFajarvsel,"Akibat korup matrial,
Dan kesalahan kontruksi yg tidak baik dan tidak benar.",2 months ago,akibat korup matrial salah kontruksi baik benar
@Vrelianaferelin,"Klo tanya ngecor ya sama kontruksinya saja mas,klo kiyainya terima beres",2 months ago,klo tanya ngecor sama kontruksinya masklo kiyainya terima beres
@RusdiYanto-u9f,Pak kyai.nya GK tau kronologinya yg tau santrinya. Sepupu saya santri sana. Cerita dari dia mau berangkat bantu ngecor ternyata Uda ambruk. Yg melaksanakan sholat jamaah itu santri yg masih kelas dasar yg kelas lebih tinggi ikut membantu ngecor.,2 months ago,pak kyainya tau kronologi tau santri sepupu santri sana cerita mau berangkat bantu ngecor nyata uda ambruk laksana sholat jamaah santri kelas dasar kelas lebih tinggi ikut bantu ngecor
@RiyantokoKromosutomo,"Kenapa tdk ada permintaan maaf dr kyai pengasuh ponpes,  malah hanya bilang: ""Saya kira ini sdh takdir Allah."" 

Tdk adakah rasa bersalah pak kyai selaku pengasuh ponpes atas robohnya mushola yg menimbulkan banyak kurban nyawa para santri? 

Pak Kyai, segeralah minta maaf kpd para santri, orangtua santri dan mhn ampun kpd Allah SWT.",2 months ago,tdk minta maaf dr kyai asuh ponpes malah bilang kira sdh takdir allah tdk ada rasa salah pak kyai selaku asuh ponpes atas roboh mushola timbul banyak kurban nyawa santri pak kyai segera minta maaf kpd santri orangtua santri mhn ampun kpd allah swt
@awalpku,"Owalah mbah kiyai ne iki ora jelas, nggak tahu.....",2 months ago,owalah mbah kiyai ne iki ora jelas tahu
@jinggoarum5875,"Pengurus pesantren Ndak ngerti masalah konstruksi,asal ditingkat aja bangunan...coba konsultasi dulu ke dinas terkait dulu",2 months ago,urus pesantren ndak ngerti masalah konstruksiasal tingkat bangunancoba konsultasi dulu dinas kait dulu
@prasbrz,kan ada datanya hitung aja sisa anak santri ada berapa. kok gak tau santri ada berapa,2 months ago,kan data hitung sisa anak santri berapa gak tau santri berapa
@RatnoMardianto,Jangan dianggap murni musihah jelas ada kesalahan tehnis secara kasat mata terlihat struktur bangunan tdh sesuai,2 months ago,jangan anggap murni musihah jelas salah tehnis kasat mata lihat struktur bangun tdh sesuai
@jekotovr4680,Udah tau lg bangun lg ngecor knp dipake utk sholat pak? Harusnya selama pembangunan jgn dipake dulu musholla nya pak,2 months ago,udah tau lg bangun lg ngecor knp dipake utk sholat pak harus lama bangun jgn dipake dulu musholla nya pak
@PurSito-no2yh,"Habis dicor koq roboh, brarti struktur bawah gk kuat yi. Seandainya bawahnya kuat ,mau dibuat berapa lantai gk masalah. Bukan takdir yi, kebodohan manusia ditutupi pakek takdir",2 months ago,habis cor koq roboh brarti struktur bawah kuat yi anda bawah kuat mau buat berapa lantai masalah bukan takdir yi bodoh manusia tutup pakek takdir
@sunotonoto7521,"Bangun pesantren kadang asal bangun pdhl bangunan besar bertingkat, tdk pakai tenaga arsitek dan pekerja profesional..., dan buru2 singkat asal cepet dan segera di pakai jadi ya begini jadinya... Kecerobohan...",2 months ago,bangun pesantren kadang asal bangun pdhl bangun besar tingkat tdk pakai tenaga arsitek kerja profesional buru singkat asal cepet segera pakai jadi begini jadi ceroboh
@nikmahmaulani-t9,Wawancaranya Sama Mandor atau yg lain.Kiai ini Tidak banyak tau.,2 months ago,wawancara sama mandor lainkiai banyak tau
@adihariramijan6741,Bangunan di Indonesia nggak pakai arsitek . Kalau ada kejadian kayak gini siapa yang tanggung jawab.,2 months ago,bangun indonesia pakai arsitek kalau jadi kayak gin siapa tanggung jawab
@AgungNurhidayat-k9d,"Mungkin di duga ada, ada penyimpangan dana anggaran nya...ikut prihatin dg adanya musibah, kelalaian pengelola atau tender pemborongan pones tersebut..",2 months ago,mungkin duga simpang dana anggar nyaikut prihatin dg ada musibah lalai kelola tender borong pones sebut
@thelastchange3346,"Ga ada gempa tau2 ambruk, ini mah salah kontruksi.",2 months ago,gempa tau ambruk mah salah kontruksi
@LihunCat,Struktur nya tidak SNI,2 months ago,struktur nya sni
@mariapuspasari1477,"Ujung2nya bilang takdir dan ngarep diganti yg kebih baik. Gak ada ungkapan utk keluarga santri. Tahun depan masih ada yang daftar, gak ngerti gw.",2 months ago,ujung bilang takdir ngarep ganti kebih baik gak ungkap utk keluarga santri tahun depan daftar gak ngerti gw
@AshilArafah,Gak ada dana yg ditilap krn  bangunan itu bkn dr dana BOS dan keluarga PONPES tdk di ada menilap dananya,2 months ago,gak dana tilap krn bangun bkn dr dana bos keluarga ponpes tdk tilap dana
@MursidinIdin-s1r,Konstruksi bangunan yg tdk sesuai.??,2 months ago,konstruksi bangun tdk sesuai
@azkiyatul_najwa,"Ko' pak kyai Ndak tau Ndak tau terus, gimana nih pak, kalau masalah uang santeri selalu tau. Peroses pimpinan ponpes karena lalai dalam bidang pembangunan, tidak pakai setandar PU.",2 months ago,ko pak kyai ndak tau ndak tau terus gimana pak kalau masalah uang santer selalu tau peroses pimpin ponpes lalai bidang bangun pakai setandar pu
@tatakitc,"8:35 naudzubillah pengurus ponpes jawabannya kayak begini. Tanggungjawabmu dunia akhirat, pak. Astaghfirullaaaaah",2 months ago (edited),naudzubillah urus ponpes jawab kayak begini tanggungjawabmu dunia akhirat pak astaghfirullaaaaah
@BangSirak,Bangunan belom selesai kok sudah di pakai sholat sih Pak Kyai..? 😢 ini jelas kelalaian..! Kok enteng banget ya bilang takdir,2 months ago (edited),bangun bom selesai pakai sholat pak kyai jelas lalai enteng banget bilang takdir
@SairotulKhasanah-u9b,"Kalau bangun itu pakai tukang ahli bangunan yang asli jangan asal ,",2 months ago,kalau bangun pakai tukang ahli bangun asli jangan asal
@azefinasty7794,"Pihak ponpes kok bgini, gk ada kata maaf, atau coba usut pnyebabnya.😢😢
Bangun gedung kok asal gk pake kontraktor/arsitek.",2 months ago,pihak ponpes bgini kata maaf coba usut pnyebabnya bangun gedung asal pake kontraktorarsitek
@alf.frando126,Kiai dlogok,2 months ago,kiai dlogok
@yudhitjauw9158,"Takdir dari Allah..!??? 

Semacam kecelakaan dan kelalaian manusia juga adalah takdir dari Allah..!?


Astaganaga..

Allah kok jadi menghendaki kecelakaan untuk manusia!?",2 months ago,takdir allah macam celaka lalai manusia takdir allah astaganaga allah jadi hendak celaka manusia
@aangsuryadi2156,susah sih maunya di bangun sendiri  sama yai nya ga mau pake cv atau pt yang pengalaman di bidang kontruksi rata rata kalau pesantren.mentang 2 banyak anak santri di karyakan. yakin sih salah kontruksi bawah nya,2 months ago,susah mau bangun sendiri sama yai nya mau pake cv pt alam bidang kontruksi rata rata kalau pesantrenmentang banyak anak santri karya yakin salah kontruksi bawah nya
